homega	previousyeartableposition	homegf	currenttableposition	awaygf	awayga	teamshortform	hasachievedobjective	yettowin	unbeatenallcomps	unbeatenleague	champion	leagueid	prevleagueid	highestpossible	teamform	highestprobable	homewins	artificialkey	nummatchesplayed	teamid	grouping	awaywins	objective	points	actualvsexpectations	homelosses	unbeatenhome	lastgameresult	unbeatenaway	awaylosses	awaydraws	homedraws	teamlongform
0	10	0	10	0	0	0	0	0	0	0	0	241	241	0	0	0	0	598	0	113323	5	0	13	0	0	0	0	0	0	0	0	0	0
0	8	0	8	0	0	0	0	0	0	0	0	241	241	0	0	0	0	599	0	113324	5	0	11	0	0	0	0	0	0	0	0	0	0
0	6	0	6	0	0	0	0	0	0	0	0	241	241	0	0	0	0	600	0	113325	11	0	13	0	0	0	0	0	0	0	0	0	0
0	5	0	5	0	0	0	0	0	0	0	0	241	241	0	0	0	0	601	0	113326	11	0	11	0	0	0	0	0	0	0	0	0	0
0	7	0	7	0	0	0	0	0	0	0	0	241	241	0	0	0	0	602	0	113561	11	0	16	0	0	0	0	0	0	0	0	0	0
0	9	0	9	0	0	0	0	0	0	0	1	241	241	0	0	0	0	603	0	113562	13	0	16	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	0	241	241	0	0	0	0	604	0	113700	16	0	13	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	241	241	0	0	0	0	605	0	113799	15	0	13	0	0	0	0	0	0	0	0	0	0
0	3	0	3	0	0	0	0	0	0	0	0	241	241	0	0	0	0	606	0	113800	14	0	11	0	0	0	0	0	0	0	0	0	0
0	4	0	4	0	0	0	0	0	0	0	0	241	241	0	0	0	0	607	0	113801	13	0	15	0	0	0	0	0	0	0	0	0	0
0	3	2	2	2	1	100	0	0	0	1	0	308	308	0	22	10	1	608	2	234	10	1	0	6	2	0	1	0	1	0	0	0	100
0	2	2	7	0	0	100	0	0	0	1	0	308	308	0	2	8	1	609	1	236	8	0	0	3	3	0	1	0	1	0	0	0	100
0	1	3	1	2	1	100	0	0	0	1	1	308	308	0	22	0	1	610	2	237	0	1	0	6	1	0	1	0	1	0	0	0	100
0	6	0	17	0	3	0	0	1	0	0	0	308	308	0	0	4	0	611	1	1438	4	0	8	0	4	0	1	2	0	1	0	0	0
1	7	0	11	0	0	16	0	1	0	0	0	308	308	0	1	3	0	612	2	1887	3	0	10	1	3	1	0	1	1	0	1	0	16
0	11	3	4	0	0	100	0	0	0	1	0	308	308	0	2	10	1	613	1	1888	10	0	3	3	0	0	1	0	1	0	0	0	100
0	10	0	13	0	2	0	0	1	0	0	0	308	308	0	0	3	0	614	1	1889	3	0	3	0	1	0	1	2	0	1	0	0	0
0	5	2	6	0	0	100	0	0	0	1	0	308	308	0	2	10	1	615	1	1892	8	0	10	3	2	0	1	0	1	0	0	0	100
2	15	0	15	0	0	0	0	1	0	0	0	308	308	0	0	5	0	616	1	1893	5	0	5	0	1	1	0	2	1	0	0	0	0
2	4	1	8	2	0	50	0	0	0	0	0	308	308	0	20	3	0	617	2	1896	8	1	10	3	2	1	0	2	1	0	0	0	50
0	13	0	16	0	3	0	0	1	0	0	0	308	308	0	0	5	0	618	1	1898	5	0	3	0	2	0	1	2	0	1	0	0	0
2	8	1	12	0	0	0	0	1	0	0	0	308	308	0	0	3	0	619	1	1900	3	0	8	0	2	1	0	2	1	0	0	0	0
0	16	0	3	2	0	66	0	0	0	1	0	308	308	0	21	8	0	620	2	10020	10	1	5	4	0	0	1	1	1	0	0	1	66
0	14	0	9	1	0	100	0	0	0	1	0	308	308	0	2	8	0	621	1	10031	3	1	3	3	1	0	1	0	1	0	0	0	100
1	17	2	10	0	3	50	0	0	0	0	0	308	308	0	2	3	1	622	2	111539	3	0	5	3	0	0	1	0	0	1	0	0	50
2	18	0	18	0	2	0	0	1	0	0	0	308	308	0	0	4	0	623	2	112513	4	0	5	0	2	1	0	2	0	1	0	0	0
0	12	3	5	1	2	50	0	0	0	0	0	308	308	0	20	8	1	624	2	112516	8	0	3	3	0	0	1	2	0	1	0	0	50
0	9	0	14	0	2	0	0	1	0	0	0	308	308	0	0	3	0	625	1	112809	3	0	8	0	2	0	1	2	0	1	0	0	0
11	12	11	9	4	5	46	0	0	0	0	0	322	322	0	22001	3	2	626	14	319	3	1	10	16	3	3	0	1	0	1	4	3	36
7	1	16	1	15	9	66	0	0	0	0	1	322	322	0	2221	0	5	627	14	320	0	4	0	30	1	0	1	1	0	2	2	1	76
3	15	4	10	6	8	40	0	0	0	0	0	322	322	0	11201	3	1	628	14	321	3	2	5	16	0	0	1	1	0	4	1	6	40
4	9	13	3	8	9	86	0	0	0	0	0	322	322	0	22122	10	6	629	14	433	10	2	8	27	0	0	1	0	0	3	1	2	60
8	2	14	4	8	5	86	0	0	0	0	0	322	322	0	22212	8	5	630	14	700	8	3	10	26	2	2	0	0	0	2	1	1	66
8	6	10	6	8	7	40	0	0	0	0	0	322	322	0	20020	8	3	631	14	702	8	3	10	20	2	2	0	2	0	4	0	2	43
10	7	5	14	6	17	33	0	0	0	0	0	322	322	0	121	5	1	632	14	705	5	2	3	12	2	3	0	1	0	5	0	3	36
8	8	16	5	9	9	73	0	0	0	0	0	322	322	0	22211	8	4	633	14	708	8	2	8	23	1	0	1	1	0	3	2	3	63
7	4	17	2	8	5	66	0	0	0	0	0	322	322	0	12220	10	6	634	14	710	10	3	0	30	2	1	0	2	0	1	2	1	60
10	3	15	8	8	8	66	0	0	0	0	0	322	322	0	22102	3	3	635	14	711	3	2	3	19	1	3	0	0	0	2	3	1	60
5	14	6	7	8	10	40	0	0	0	0	0	322	322	0	22	3	3	636	14	1439	3	2	5	20	0	2	0	0	0	2	3	2	40
4	5	3	15	8	14	6	0	0	0	0	0	322	322	0	1	5	2	637	14	112072	5	0	3	11	3	2	0	1	0	5	3	2	23
9	13	13	16	2	15	6	0	0	0	0	0	322	322	0	10	5	2	638	14	113295	5	0	3	9	3	4	0	2	0	5	2	1	13
6	10	7	11	8	19	26	0	0	0	0	0	322	322	0	201	3	3	639	14	113458	3	1	3	16	1	2	0	1	0	4	3	1	26
8	16	9	12	5	16	6	0	0	0	0	0	322	322	0	10	3	3	640	14	113892	3	1	5	15	0	2	0	2	0	5	2	1	40
11	11	8	13	8	11	40	0	0	0	0	0	322	322	0	1211	5	2	641	14	115980	5	1	5	14	1	3	0	1	0	3	3	2	33
2	3	5	8	1	4	50	0	0	0	0	0	330	330	0	2002	3	2	642	4	308	3	0	0	6	4	1	0	0	0	1	0	0	50
3	11	6	6	0	2	50	0	0	0	0	0	330	330	0	2020	8	2	643	4	100757	8	0	5	6	0	0	1	2	0	2	0	0	50
2	12	0	15	2	3	8	0	1	0	0	0	330	330	0	10	4	0	644	4	100759	4	0	3	1	3	2	0	2	0	1	1	0	8
2	2	6	4	1	1	66	0	0	0	1	0	330	330	0	1212	8	2	645	4	100761	8	0	0	8	3	0	1	0	1	0	2	0	66
0	9	3	5	0	1	53	0	0	0	0	0	330	330	0	12120	8	2	646	5	110075	8	0	8	8	1	0	1	2	0	1	2	0	53
1	8	1	10	2	2	41	0	0	0	0	0	330	330	0	1210	3	0	647	4	110750	3	1	3	5	1	0	1	2	0	1	0	2	41
1	6	2	3	3	1	83	0	0	1	1	0	330	330	0	1222	10	1	648	4	110752	10	2	8	10	0	0	1	0	1	0	0	1	83
2	10	3	13	1	4	33	0	0	0	0	0	330	330	0	2010	5	1	649	4	112637	5	0	3	4	2	0	1	2	0	2	0	1	33
2	4	3	11	1	2	33	0	0	0	0	0	330	330	0	2100	3	1	650	4	113378	3	0	10	4	3	1	0	2	0	1	1	0	33
1	7	2	12	0	2	33	0	0	0	0	0	330	330	0	102	5	1	651	4	113387	5	0	3	4	2	0	1	0	0	2	0	1	33
4	5	2	16	1	6	0	0	1	0	0	0	330	330	0	0	4	0	652	5	113391	4	0	5	0	2	2	0	2	0	3	0	0	0
3	16	0	14	2	2	25	0	0	0	0	0	330	330	0	20	5	0	653	4	113568	5	1	5	3	1	2	0	2	0	1	0	0	25
0	15	1	2	3	0	83	0	0	1	1	0	330	330	0	2212	10	1	654	4	113572	10	2	3	10	0	0	1	0	1	0	0	1	83
0	14	1	7	5	6	50	0	0	0	0	0	330	330	0	202	3	1	655	4	113581	3	1	3	6	1	0	1	0	0	2	0	0	50
2	13	3	9	2	6	40	0	0	0	0	0	330	330	0	202	3	2	656	5	113593	3	0	5	6	0	1	0	0	0	2	0	0	40
2	1	5	1	3	1	100	0	0	0	1	1	330	330	0	22222	0	3	657	5	114385	0	2	0	15	1	0	1	0	1	0	0	0	100
1	4	3	8	1	1	55	0	0	0	1	0	341	341	16	121	13	1	658	3	1032	13	0	16	5	4	0	1	1	1	0	1	1	55
2	1	0	11	3	2	44	0	0	0	0	1	341	341	16	12	13	0	659	3	1878	13	1	15	4	3	1	0	0	1	0	1	0	44
1	2	4	4	0	0	77	0	0	0	1	0	341	341	16	122	14	2	660	3	1879	14	0	15	7	2	0	1	0	1	0	1	0	77
4	9	3	10	2	0	44	0	0	0	0	0	341	341	16	21	13	0	661	3	1880	13	1	13	4	1	1	0	1	1	0	0	1	44
3	15	1	17	0	2	11	0	1	0	0	0	341	341	16	100	11	0	662	3	1881	11	0	11	1	1	1	0	2	0	1	0	1	11
1	11	3	1	5	1	100	0	0	0	1	0	341	341	16	222	16	1	663	3	1882	16	2	11	9	0	0	1	0	1	0	0	0	100
1	10	1	9	4	5	41	0	0	0	0	0	341	341	16	2011	13	0	664	4	1970	13	1	16	5	4	0	1	1	0	1	1	1	41
0	7	2	5	1	0	77	0	0	0	1	0	341	341	16	122	14	1	665	3	101114	13	1	11	7	0	0	1	0	1	0	1	0	77
5	18	1	13	3	2	25	0	0	0	0	0	341	341	16	2	11	0	666	4	101121	11	1	11	3	1	2	0	0	0	1	0	0	25
1	5	1	7	4	1	55	0	0	0	1	0	341	341	16	211	13	0	667	3	110144	13	1	14	5	2	0	1	1	1	0	1	1	55
1	8	4	12	1	2	33	0	0	0	0	0	341	341	16	200	13	1	668	3	110147	13	0	13	3	1	1	0	2	0	1	0	0	33
1	12	0	14	1	1	22	0	1	0	0	0	341	341	16	110	11	0	669	3	110150	11	0	11	2	1	1	0	2	1	0	1	1	22
3	3	1	16	1	3	16	0	1	0	0	0	341	341	16	1001	11	0	670	4	110152	11	0	11	2	1	1	0	1	0	1	1	1	16
1	6	2	6	1	4	66	0	0	0	0	0	341	341	16	22	13	1	671	3	110781	13	1	14	6	2	0	1	0	0	1	0	0	66
4	14	1	18	2	3	8	0	1	0	0	0	341	341	16	1	11	0	672	4	111678	11	0	11	1	1	2	0	1	0	1	1	0	8
3	17	1	2	5	2	58	0	0	0	0	0	341	341	16	2120	13	0	673	4	112678	15	2	11	7	0	1	0	2	1	0	0	1	58
4	16	2	15	2	4	16	0	1	0	0	0	341	341	16	11	11	0	674	4	113134	11	0	11	2	1	1	0	1	0	1	1	1	16
2	13	3	3	2	0	77	0	0	0	1	0	341	341	16	221	15	1	675	3	114899	14	1	11	7	0	0	1	1	1	0	0	1	77
18	7	14	14	10	15	66	0	0	0	0	0	349	349	0	20221	3	4	676	24	101145	3	3	8	24	2	7	0	1	0	7	2	1	36
8	14	18	4	18	15	66	0	0	0	0	0	349	349	0	22120	9	5	677	23	101146	8	6	8	41	1	2	0	2	0	2	4	4	60
12	5	22	5	15	12	66	0	0	0	0	0	349	349	0	12022	8	6	678	23	101147	8	5	9	38	2	2	0	0	0	5	2	3	56
12	4	16	13	13	15	33	0	0	0	0	0	349	349	0	11111	3	5	679	22	101148	3	1	9	27	3	2	0	1	0	5	4	5	23
17	16	10	15	14	16	33	0	0	0	0	0	349	349	0	21010	5	2	680	24	101149	5	3	5	24	1	5	0	2	0	5	4	5	40
18	6	19	9	14	16	46	0	0	0	0	0	349	349	0	22100	3	6	681	24	101150	3	4	8	35	2	4	0	2	0	5	4	1	56
6	9	25	2	21	14	86	0	0	0	0	0	349	349	0	22212	9	9	682	23	101151	9	7	8	53	0	0	1	0	0	2	2	3	86
13	10	19	6	10	13	46	0	0	0	0	0	349	349	0	21002	3	8	683	24	111575	8	3	3	38	0	2	0	0	0	6	2	3	50
10	1	27	1	28	5	86	0	0	1	1	1	349	349	0	22221	0	11	684	24	111730	0	8	0	62	1	0	1	1	1	0	3	2	80
9	3	9	7	14	11	6	0	0	0	0	0	349	349	0	1000	8	5	685	23	112092	3	6	9	37	3	4	0	2	0	4	3	1	26
15	2	10	12	8	8	60	0	0	0	0	0	349	349	0	22002	3	3	686	24	112093	3	5	9	29	3	6	0	0	0	5	3	2	53
16	12	23	8	9	15	66	0	0	0	0	0	349	349	0	21022	3	7	687	23	112444	3	3	3	35	1	3	0	0	0	5	3	2	66
10	8	9	10	16	13	40	0	0	0	0	0	349	349	0	12101	3	3	688	23	113157	3	4	8	31	2	4	0	1	0	2	6	4	46
6	13	23	3	9	11	53	0	0	0	0	0	349	349	0	12120	8	8	689	24	113160	9	3	5	41	0	1	0	2	0	4	5	3	46
14	11	8	19	6	20	20	0	0	0	0	0	349	349	9	200	5	3	690	23	113183	5	1	3	16	3	5	0	2	0	10	0	4	23
20	15	11	20	5	31	53	0	0	0	0	0	349	349	9	1221	5	2	691	24	113197	5	1	5	15	2	6	0	1	0	9	2	4	30
12	20	12	11	12	16	6	0	0	0	0	0	349	349	0	1	3	5	692	23	115245	3	3	5	30	0	5	0	1	0	4	5	1	36
13	19	11	16	9	16	26	0	0	0	0	0	349	349	0	12	5	3	693	23	115246	5	3	5	23	1	5	0	0	0	7	1	4	30
10	18	9	17	13	20	20	0	0	0	0	0	349	349	0	20000	5	2	694	23	115247	5	2	5	21	2	4	0	2	0	6	3	6	20
15	17	8	18	10	21	26	0	0	0	0	0	349	349	9	11011	5	2	695	24	115260	5	1	5	19	2	5	0	1	0	6	5	5	40
0	12	0	12	1	2	0	0	1	0	0	0	350	350	0	0	5	0	696	1	113286	5	0	5	0	1	0	1	2	0	1	0	0	0
0	10	1	5	0	0	100	0	0	1	1	0	350	350	0	2	8	1	697	1	113291	8	0	3	3	0	0	1	0	1	0	0	0	100
0	1	1	4	0	0	100	0	0	1	1	1	350	350	0	2	8	1	698	1	113307	8	0	0	3	3	0	1	0	1	0	0	0	100
0	2	0	11	1	2	0	0	1	0	0	0	350	350	0	0	3	0	699	1	113314	3	0	0	0	4	0	1	2	0	1	0	0	0
0	11	0	16	1	4	0	0	1	0	0	0	350	350	0	0	4	0	700	1	113315	4	0	3	0	3	0	1	2	0	1	0	0	0
1	13	2	3	0	0	100	0	0	1	1	0	350	350	0	2	9	1	701	1	113318	9	0	3	3	0	0	1	0	1	0	0	0	100
0	3	0	13	0	1	0	0	1	0	0	0	350	350	0	0	5	0	702	1	113565	5	0	9	0	4	0	1	2	0	1	0	0	0
0	7	0	14	0	1	0	0	1	0	0	0	350	350	0	0	4	0	703	1	114839	4	0	3	0	3	0	1	2	0	1	0	0	0
0	9	0	10	1	1	33	0	1	1	1	0	350	350	0	1	3	0	704	1	114840	3	0	3	1	1	0	1	1	1	0	1	0	33
0	16	0	15	0	1	0	0	1	0	0	0	350	350	0	0	4	0	705	1	114841	4	0	5	0	2	0	1	2	0	1	0	0	0
3	14	3	8	0	0	33	0	1	1	1	0	350	350	0	1	3	0	706	1	114842	3	0	5	1	0	0	1	1	1	0	0	1	33
0	15	1	6	0	0	100	0	0	1	1	0	350	350	0	2	8	1	707	1	115366	8	0	5	3	0	0	1	0	1	0	0	0	100
1	5	2	2	0	0	100	0	0	1	1	0	350	350	0	2	9	1	708	1	115481	9	0	8	3	0	0	1	0	1	0	0	0	100
1	6	4	1	0	0	100	0	0	1	1	0	350	350	0	2	0	1	709	1	115483	0	0	0	3	1	0	1	0	1	0	0	0	100
1	8	1	9	0	0	33	0	1	1	1	0	350	350	0	1	3	0	710	1	115496	3	0	9	1	3	0	1	1	1	0	0	1	33
0	4	0	7	3	3	33	0	1	1	1	0	350	350	0	1	3	0	711	1	115704	3	0	8	1	2	0	1	1	1	0	1	0	33
10	6	10	2	13	21	26	0	0	0	0	0	56	351	0	20100	5	4	712	21	112427	5	2	5	22	1	5	0	2	0	6	3	1	26
10	20	10	20	13	21	26	0	0	0	0	0	351	56	0	20100	5	4	713	21	113058	5	2	5	22	1	5	0	2	0	6	3	1	26
9	13	15	9	7	14	20	0	0	0	0	0	351	351	0	11010	3	5	714	22	1474	3	1	5	23	0	3	0	2	0	8	2	3	30
12	14	7	10	4	21	46	0	0	0	0	0	351	351	0	21200	5	3	715	22	1477	5	1	5	19	2	4	0	2	0	7	3	4	40
11	3	6	15	6	20	60	0	0	0	0	0	351	83	0	20220	5	1	716	21	1478	5	2	5	16	2	3	0	2	0	8	1	6	36
12	2	7	14	4	21	46	0	0	0	0	0	83	83	0	21200	5	3	717	22	2056	5	1	5	19	2	4	0	2	0	7	3	4	40
12	15	9	11	9	22	6	0	0	0	0	0	83	351	0	1	5	2	718	21	111821	5	1	3	15	3	5	0	1	0	7	3	3	23
12	11	9	7	9	22	6	0	0	0	0	0	56	351	0	1	5	2	719	21	111396	5	1	3	15	3	5	0	1	0	7	3	3	23
0	8	0	4	0	0	0	0	0	0	0	0	351	351	0	0	0	0	720	0	111398	0	0	0	0	0	0	0	0	0	0	0	0	0
10	19	10	19	13	21	26	0	0	0	0	0	351	56	0	20100	5	4	721	21	111399	5	2	5	22	1	5	0	2	0	6	3	1	26
9	16	15	12	7	14	20	0	0	0	0	0	56	351	0	11010	3	5	722	22	112165	3	1	5	23	0	3	0	2	0	8	2	3	30
10	10	10	6	13	21	26	0	0	0	0	0	351	351	0	20100	5	4	723	21	112115	5	2	5	22	1	5	0	2	0	6	3	1	26
9	7	15	3	7	14	20	0	0	0	0	0	351	351	0	11010	3	5	724	22	112224	3	1	5	23	0	3	0	2	0	8	2	3	30
0	12	0	8	0	0	0	0	0	0	0	0	351	351	0	0	0	0	725	0	112258	0	0	0	0	0	0	0	0	0	0	0	0	0
10	17	10	17	13	21	26	0	0	0	0	0	351	56	0	20100	5	4	726	21	112387	5	2	5	22	1	5	0	2	0	6	3	1	26
12	18	9	18	9	22	6	0	0	0	0	0	351	56	0	1	5	2	727	21	112096	5	1	3	15	3	5	0	1	0	7	3	3	23
0	1	0	13	0	0	0	0	0	0	0	0	83	83	0	0	0	0	728	0	112541	0	0	0	0	0	0	0	0	0	0	0	0	0
11	9	6	5	6	20	60	0	0	0	0	0	83	351	0	20220	5	1	729	21	112558	5	2	5	16	2	3	0	2	0	8	1	6	36
12	5	7	1	4	21	46	0	0	0	0	0	351	351	0	21200	5	3	730	22	110929	5	1	5	19	2	4	0	2	0	7	3	4	40
9	4	15	16	7	14	20	0	0	0	0	0	56	83	0	11010	3	5	731	22	113217	3	1	5	23	0	3	0	2	0	8	2	3	30
1	8	2	14	3	5	53	0	0	0	0	0	353	353	0	12210	3	1	732	5	1013	3	1	8	8	3	0	1	2	0	1	1	1	53
3	2	8	3	4	2	66	0	0	0	0	0	353	353	0	22102	8	2	733	6	1876	9	1	0	10	2	1	0	0	0	1	0	1	55
3	1	1	23	1	1	26	0	1	0	0	1	353	353	0	11011	5	0	734	5	1877	5	0	0	4	4	1	0	1	1	0	3	1	26
1	13	4	7	7	5	60	0	0	0	0	0	353	353	0	20022	9	1	735	5	101083	8	2	8	9	2	1	0	0	0	1	0	0	60
2	19	4	12	2	4	46	0	0	0	0	0	353	353	0	12020	3	2	736	6	101084	3	0	3	8	2	0	1	2	0	2	1	1	44
0	4	1	11	2	1	53	0	0	0	0	0	353	353	0	11220	3	1	737	5	101085	3	1	0	8	4	0	1	2	0	1	1	1	53
1	3	0	25	0	3	13	0	1	0	0	0	353	353	0	1100	5	0	738	6	101088	5	0	8	3	4	1	0	2	0	2	1	2	16
0	14	3	1	4	2	86	0	0	0	1	0	353	353	0	22122	0	2	739	6	110093	0	2	8	14	0	0	1	0	1	0	1	1	77
3	11	4	21	0	6	33	0	0	0	0	0	353	353	0	10201	3	1	740	5	110394	3	0	5	5	1	0	1	1	0	2	0	2	33
6	7	5	4	5	1	66	0	0	0	0	0	353	353	0	22012	9	1	741	5	110395	9	2	8	10	1	1	0	0	1	0	0	1	66
4	10	8	5	0	1	66	0	0	0	0	0	353	353	0	20212	9	3	742	5	110396	9	0	3	10	0	0	1	0	0	1	1	0	66
1	17	0	18	3	4	33	0	0	0	0	0	353	353	0	12100	3	0	743	6	110404	3	1	3	6	2	1	0	2	0	1	2	1	33
4	23	3	2	4	2	66	0	0	0	0	0	353	353	0	1222	9	2	744	6	110406	9	2	8	13	1	1	0	0	1	0	1	0	72
4	9	3	24	1	4	20	0	0	0	0	0	353	353	0	20000	5	1	745	6	110580	5	0	3	3	3	2	0	2	0	3	0	0	16
0	20	2	10	4	4	53	0	0	0	0	0	353	353	0	22011	8	1	746	5	110581	3	1	5	8	1	0	1	1	0	1	1	1	53
1	5	4	8	1	2	53	0	0	0	0	0	353	353	0	20112	3	2	747	6	111019	8	0	8	9	2	0	1	0	0	1	2	1	50
4	24	5	9	2	2	60	0	0	0	0	0	353	353	0	22002	8	2	748	5	111706	8	1	5	9	0	1	0	0	0	1	0	0	60
4	22	1	6	5	3	66	0	0	0	0	0	353	353	0	20221	8	1	749	6	111707	8	2	5	10	0	2	0	1	1	0	1	0	55
2	15	3	13	4	6	53	0	0	0	0	0	353	353	0	22101	3	1	750	6	111708	3	1	3	8	2	0	1	1	0	2	0	2	44
4	6	4	22	1	3	26	0	0	0	0	0	353	353	0	120	5	1	751	5	111710	5	0	8	4	4	1	0	2	0	2	1	0	26
3	21	3	17	1	2	20	0	0	0	0	0	353	353	0	1101	3	1	752	6	111711	3	0	3	6	2	1	0	1	0	1	1	2	33
2	16	5	16	1	5	33	0	0	0	0	0	353	353	0	121	3	1	753	6	111716	3	0	3	6	2	1	0	1	0	1	2	1	33
0	12	2	15	4	5	46	0	0	0	0	0	353	353	0	2012	3	1	754	5	112670	3	1	8	7	3	0	1	0	0	2	0	1	46
2	26	1	26	2	4	13	0	1	0	0	0	353	353	0	10010	5	0	755	5	112689	5	0	5	2	2	1	0	2	0	2	1	1	13
3	25	2	19	0	3	40	0	0	0	0	0	353	353	0	202	3	2	756	5	112713	3	0	5	6	1	1	0	0	0	2	0	0	40
4	18	4	20	1	2	33	0	0	0	0	0	353	353	0	10210	3	1	757	5	112965	3	0	5	5	1	1	0	2	0	1	1	1	33
0	2	0	2	0	0	0	0	0	0	0	0	382	382	0	0	0	0	758	0	111592	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	383	383	0	0	0	0	759	0	112428	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	383	383	0	0	0	0	760	0	115486	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	761	0	101102	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1003	1003	0	0	0	0	762	0	101108	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	763	0	101110	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	764	0	110969	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1003	1003	0	0	0	0	765	0	110975	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1003	1003	0	0	0	0	766	0	110980	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	767	0	110984	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	768	0	110989	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	769	0	110990	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	770	0	111008	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	771	0	111010	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1003	1003	0	0	0	0	772	0	111013	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1003	1003	0	0	0	0	773	0	111325	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	774	0	111722	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	775	0	112716	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	776	0	112908	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1003	1003	0	0	0	0	777	0	114577	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1003	1003	0	0	0	0	778	0	115517	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1014	1014	0	0	0	0	779	0	101099	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	780	0	101100	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	781	0	101101	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	782	0	101103	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	783	0	110970	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	784	0	110974	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	785	0	110977	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	1	1014	1014	0	0	0	0	786	0	110981	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	787	0	110986	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	788	0	110987	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	789	0	111001	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	790	0	111011	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	791	0	111016	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	792	0	111326	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	793	0	111332	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	794	0	111334	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	0	0	0	0	0	0	1014	1014	0	0	0	0	795	0	112080	0	0	0	0	0	0	0	0	0	0	0	0	0
