firstname	commonname	surname	skintypecode	haircolorcode	facialhairtypecode	managerid	hairtypecode	headtypecode	height	seasonaloutfitid	weight	hashighqualityhead	gender	headassetid	ethnicity	faceposerpreset	teamid	eyebrowcode	eyecolorcode	personalityid	headclasscode	nationality	sideburnscode	headvariation	skintonecode	outfitid	hairstylecode	bodytypecode	facialhaircolorcode
			0	1	0	250050	16	1	181	5510	75	0	0	26543	2	0	112092	0	7	1	0	27	0	0	2	5505	0	83	0
			0	1	0	263406	16	1	180	5510	75	0	0	26546	2	0	112093	0	9	0	0	163	0	0	3	5514	0	83	0
Roberto		Fernandes	0	9	4	270021	25	2510	178	5557	81	1	0	26546	2	0	112096	0	1	0	1	54	0	0	2	5533	0	83	0
Neto		Colucci	2	1	0	270158	22	549	179	5576	75	0	0	27095	4	0	112115	1	3	0	0	54	0	0	4	5505	0	83	0
Eduardo		Souza	0	1	0	271336	16	1	180	5506	75	1	0	238380	2	2	112119	0	1	1	0	54	0	1	3	900014	0	86	0
Hakan		Keleş	51	1	6	249520	150	30	175	5509	75	0	0	249520	1	0	112120	6	3	1	0	48	0	0	1	5520	0	83	0
			1	7	0	45846	16	2	193	5554	92	0	0	26539	2	0	112134	0	1	0	0	95	0	0	2	5554	0	85	1
			51	9	8	270140	192	2009	180	5521	75	0	0	26537	4	0	112139	2	1	1	0	58	0	0	1	5534	0	83	0
			0	9	0	270121	95	1	177	5527	75	0	0	26543	2	0	112165	1	3	1	0	54	0	0	2	5585	0	83	0
			51	6	0	16836	149	2013	180	5555	77	0	0	26541	3	3	112172	6	6	1	0	95	0	0	1	5501	0	82	1
			51	1	0	249513	160	1508	177	5520	75	0	0	26540	4	3	112184	1	1	0	0	60	0	0	2	5520	0	83	0
			0	1	0	249548	16	1	180	5021	75	0	0	26539	2	0	112190	0	1	1	0	21	0	0	2	5021	0	83	0
Lars		Bohinen	51	9	8	249880	29	47	185	5511	75	0	0	249880	3	0	112199	0	1	0	0	36	0	0	3	5508	0	86	1
			0	1	0	257838	16	1	185	5511	75	0	0	26540	2	3	112222	0	1	0	0	14	0	0	2	5510	0	86	0
Gerson		Gusmão	51	3	0	270039	25	4502	188	5506	75	0	0	26539	6	0	112224	1	3	1	0	54	0	0	6	5582	0	86	2
			2	5	6	10884	37	10	178	5511	85	0	0	26539	2	0	112254	2	1	0	0	50	0	0	2	5566	0	83	3
Luizinho		Vieira	51	9	0	270054	291	514	184	5588	75	0	0	27096	4	0	112258	6	9	0	0	54	0	0	4	5506	0	83	0
			0	1	0	260928	16	1	180	5511	75	0	0	26538	2	0	112259	0	2	0	0	14	0	0	1	5510	0	83	0
			0	1	0	138225	16	1	183	5511	81	0	0	26538	2	0	112260	0	2	0	0	14	0	0	1	5506	0	83	0
			0	1	0	63057	16	1	180	5500	75	0	0	26537	2	0	112264	0	1	1	0	14	0	0	1	5500	0	86	0
			0	1	0	63058	16	1	180	5500	75	0	0	26537	2	0	112288	0	1	1	0	14	0	0	1	5500	0	86	0
			0	1	0	63059	16	1	180	5500	75	0	0	26537	2	0	112301	0	1	1	0	14	0	0	1	5500	0	86	0
			0	1	0	63060	16	1	180	5500	75	0	0	26537	2	0	112303	0	1	1	0	14	0	0	1	5500	0	86	0
			0	1	0	63061	16	1	180	5500	75	0	0	26537	2	0	112304	0	1	1	0	14	0	0	1	5500	0	86	0
			0	1	0	249773	16	1	183	5554	75	0	0	26541	2	3	112378	0	6	0	0	45	0	0	1	5525	0	83	0
Paulo		Bonamigo	51	3	8	270050	189	1533	177	5529	75	0	0	26546	5	0	112387	0	1	1	0	54	0	0	5	5502	0	83	0
Umberto		Louzer	51	5	6	270013	10	1518	185	5511	75	1	0	570	2	0	112389	2	8	0	0	54	0	1	4	5525	0	86	3
Wagner Augusto	Wagner Lopes	Lopes	2	3	4	270052	39	2522	174	5506	75	0	0	27094	2	0	112390	0	3	0	0	54	0	0	2	5504	0	89	2
Guto	Guto Ferreira	Ferreira	2	3	8	2	294	2516	182	5563	115	1	0	5589	4	2	112392	0	3	0	1	54	0	2	4	900018	0	83	2
Léo		Conde	2	1	12	270030	0	1524	180	5509	75	1	0	139720	3	2	112393	0	3	0	0	54	0	1	3	5567	0	83	2
Vegard		Hansen	51	9	0	250644	30	4006	180	5511	75	0	0	250644	1	0	112420	2	1	1	0	36	0	0	1	5510	0	83	1
Gilson		Kleina	51	9	4	270017	25	2510	178	5557	81	1	0	26541	2	0	112427	0	1	0	1	54	0	0	3	5523	0	83	0
			0	1	0	63062	16	1	180	5500	75	0	0	26537	2	0	112428	0	1	1	0	14	0	0	1	5500	0	86	0
			0	1	0	254102	16	1	178	5573	75	0	0	26541	2	3	112429	0	6	0	0	34	0	0	1	5580	0	83	0
			0	1	0	250087	16	1	172	5506	75	0	0	26539	2	0	112444	0	1	1	0	51	0	0	2	5506	0	89	0
Marcio	Marcinho	Freitas	0	1	0	271340	16	1	180	5563	75	1	0	167198	2	2	112472	0	1	1	0	54	0	2	5	900004	0	86	0
Bruno		Pivetti	0	1	0	270032	148	2014	180	5500	75	1	0	26542	2	0	112476	0	1	1	1	54	0	0	1	5524	0	86	0
			0	1	0	63077	16	1	180	5500	75	0	0	26537	2	0	112510	0	1	1	0	14	0	0	1	5500	0	86	0
Piotr		Tworek	51	3	8	256576	29	32	169	5526	75	0	0	256576	2	0	112511	6	8	0	0	37	0	0	2	5566	0	89	0
Armando	Evangelista	Macedo Freitas	2	9	0	249022	208	2508	181	5511	75	0	0	249022	3	0	112513	0	3	0	0	38	0	0	3	5510	0	83	0
Francisco	Pako Ayestarán	Ayestarán	2	1	7	249396	0	2017	178	5502	75	0	0	249396	2	0	112516	0	3	0	0	45	0	0	2	5503	0	83	0
			0	1	0	248950	16	1	175	5527	75	0	0	26545	2	2	112523	0	9	0	0	56	0	0	8	5507	0	83	0
			0	1	0	249804	16	1	181	5506	75	0	0	26543	2	0	112533	0	7	0	0	55	0	0	2	5566	0	83	0
			0	1	0	249404	16	1	173	5511	75	0	0	26543	2	0	112535	0	7	0	0	52	0	0	2	5521	0	89	0
			2	6	6	6016	61	2016	179	5535	79	0	0	26543	2	0	112540	0	7	0	0	10	0	0	2	5566	0	82	2
Thiago		Carvalho	51	6	4	270037	186	1508	193	5511	83	0	0	26537	2	0	112541	2	4	0	0	54	0	0	2	5579	0	85	2
			0	1	0	262553	16	1	185	5509	75	0	0	26539	2	0	112552	0	1	0	0	18	0	0	2	5568	0	86	0
Evaristo		Piza	2	1	0	270157	158	556	184	5506	75	0	0	26543	4	0	112558	2	3	0	0	54	0	0	4	5021	0	83	0
			1	1	0	270009	290	2515	177	5563	75	1	0	26543	5	2	112572	0	9	0	0	54	0	0	4	900009	0	83	0
			2	1	28	249405	141	515	173	5529	75	0	0	26543	3	0	112584	0	7	0	0	52	0	0	2	5508	0	89	0
			2	1	0	263979	243	2501	180	5506	75	0	0	26540	4	3	112585	1	1	0	0	55	0	0	2	5522	0	83	0
			0	1	0	250214	16	1	173	5506	75	0	0	26543	2	0	112606	0	7	0	0	56	0	0	2	5567	0	89	0
Mihai		Teja	2	1	4	251020	21	2508	177	5511	75	0	0	251020	4	0	112637	1	3	0	0	39	0	0	4	5501	0	83	0
			51	9	0	249473	95	3501	177	5527	75	0	0	26542	2	0	112658	1	3	1	0	27	0	0	2	5585	0	83	0
			0	1	0	249385	16	1	180	5520	75	0	0	26544	2	0	112667	0	9	0	0	52	0	0	3	5506	0	83	0
Alexander		Medina	2	3	14	251008	141	3501	178	5501	75	0	0	251008	1	0	112670	0	1	0	0	60	0	0	1	5523	0	83	2
			0	1	0	256336	16	1	181	5506	75	0	0	26541	2	3	112671	0	6	0	0	60	0	0	1	5566	0	83	0
Marcelo		Méndez	2	1	8	259338	297	2504	178	5509	75	0	0	259338	4	0	112678	1	3	0	0	60	0	0	4	5508	0	83	0
Leonardo		Madelón	51	9	0	249902	92	2	175	5526	75	0	0	249902	2	0	112689	0	9	0	0	52	0	0	2	5567	0	83	0
			0	9	0	270118	95	1	177	5527	75	0	0	26543	2	0	112695	1	3	1	0	54	0	0	2	5585	0	83	0
Mario		Sciacqua	51	9	0	250010	189	2515	179	5504	75	0	0	250010	3	0	112713	6	3	0	0	52	0	0	3	5523	0	83	0
			0	1	0	140065	16	1	178	5563	75	0	0	26544	2	0	112716	0	9	0	0	58	0	0	3	5578	0	83	0
			0	9	0	270131	95	2516	177	5527	75	0	0	26540	2	0	112783	1	3	1	0	54	0	0	2	5585	0	83	0
Ivo Ricardo	Ivo Vieira	Abreu Vieira	51	9	6	20633	188	1519	177	5550	76	0	0	20633	3	0	112809	0	3	0	0	38	0	0	3	5501	0	83	0
			0	3	0	30398	16	2004	188	5511	86	0	0	26540	2	3	112828	0	1	0	0	36	0	0	2	5510	0	85	2
			0	9	0	270133	95	4006	177	5527	75	0	0	26542	2	0	112836	1	3	1	0	54	0	0	2	5585	0	83	0
			0	1	8	259890	24	1532	177	5527	75	0	0	26541	4	3	112853	1	6	0	0	61	0	0	1	5552	0	83	0
			2	3	8	264047	43	1520	191	5545	75	0	0	26538	2	0	112885	0	2	1	0	95	0	0	1	5506	0	86	2
			2	2	0	249	40	25	180	5512	76	0	0	26540	2	3	112893	0	1	0	0	14	0	0	2	5512	0	82	1
			0	1	0	260165	16	1	181	5527	75	0	0	26540	2	3	112908	0	1	0	0	38	0	0	2	5569	0	83	0
			0	1	0	260096	16	1	173	5506	75	0	0	26541	2	3	112914	0	6	0	0	61	0	0	1	5522	0	89	0
			0	1	0	262515	16	1	170	5506	75	0	0	26540	2	3	112916	0	1	0	0	61	0	0	2	5522	0	89	0
Ranielle		Ribeiro	2	1	4	270042	192	2500	187	5541	75	0	0	26538	5	0	112961	0	3	0	0	54	0	0	5	5586	0	86	0
Gustavo		Coleoni	51	1	0	251249	150	2515	170	5521	75	0	0	251249	4	0	112965	1	3	0	0	52	0	0	4	5534	0	89	0
			0	1	0	249712	16	1	183	5527	75	0	0	26546	2	0	112978	0	9	0	0	167	0	0	3	5520	0	83	0
Moacir		Júnior	51	9	0	270035	148	2014	174	5541	72	0	0	26542	3	0	112985	0	3	0	0	54	0	0	3	5575	0	88	0
Luís	Luís Castro	Castro	2	3	6	270005	43	3516	189	5563	88	1	0	52241	2	2	115483	0	9	0	0	38	0	1	2	900012	0	89	2
			0	1	0	192944	16	1	177	5527	75	0	0	26538	2	0	112996	0	2	1	0	95	0	0	1	5520	0	83	0
Tony		Gustavsson	51	5	6	253212	10	1504	176	5513	75	0	0	253212	4	0	112998	0	1	1	0	46	0	0	4	5522	0	83	3
			0	1	0	63065	16	1	180	5500	75	0	0	26537	2	0	112999	0	1	1	0	14	0	0	1	5500	0	86	0
			101	2	0	259448	529	7008	160	5704	75	0	1	259448	3	0	113000	4	4	0	0	14	0	0	3	5704	0	89	0
Xiuquan	Jia Xiuquan	Jia	51	1	0	250696	111	549	182	5510	75	0	0	250696	4	0	113001	0	9	0	0	155	0	0	4	5523	0	83	0
Hege		Riise	151	7	0	260713	9	7501	162	5704	75	0	1	260713	3	0	113002	5	1	0	0	36	0	0	3	5703	0	89	4
			101	1	0	249155	9	5501	176	5706	75	0	1	249155	2	0	113003	4	2	0	0	18	0	0	2	5700	0	83	0
			151	2	0	250043	9	5501	167	5706	75	0	1	250043	1	0	113004	5	1	0	0	21	0	0	1	5700	0	89	1
Martin		Sjögren	51	2	6	250041	65	4005	184	5511	75	0	0	250041	1	0	113007	1	2	0	0	46	0	0	1	5522	0	83	1
Peter		Gerhardsson	51	9	8	250297	190	2024	180	5511	75	0	0	250297	1	0	113008	0	1	0	0	46	0	0	1	5522	0	83	1
			2	1	0	254114	181	1503	185	5511	75	0	0	26540	2	3	113009	6	1	0	0	19	0	0	2	5504	0	86	0
Mónica		Vergara	151	1	0	260615	536	7006	158	5700	75	0	1	260615	6	0	113010	4	3	1	0	83	0	0	6	5700	0	89	0
			0	1	0	264064	16	1	180	5511	75	0	0	26541	2	3	113011	0	6	0	0	14	0	0	1	5501	0	83	0
Jorge	Jorge Vilda	Vilda Rodríguez	2	9	4	249723	122	1526	177	5524	75	0	0	249723	2	0	113012	0	9	0	0	45	0	0	2	5523	0	83	0
Khalid		Jamil	51	1	8	256355	136	2505	175	5521	75	0	0	256355	7	0	113040	1	3	0	0	159	0	0	7	5522	0	83	0
Mozart		Santos	51	3	16	270022	0	34	182	5521	75	1	0	26547	2	0	113057	2	3	0	1	54	0	0	2	5534	0	83	0
Dado		Cavalcanti	51	1	8	270026	212	1533	183	5528	75	1	0	48940	1	2	113058	0	9	0	0	54	0	2	4	5554	0	83	0
Ricardo Antônio	Tuca Ferretti	Ferretti Oliveira	51	9	10	250379	637	1535	173	5558	75	0	0	250379	3	0	113134	1	3	1	0	54	0	0	3	5506	0	89	0
Çağdaş		Atan	2	1	0	257918	65	1514	187	5535	75	0	0	257918	5	0	113142	0	9	1	0	48	0	0	5	5500	0	86	0
			0	1	0	254933	16	1	178	5505	75	0	0	26541	2	3	113143	0	6	0	0	60	0	0	1	5508	0	83	0
Antonio	Antonio Habas	López Habas	51	1	5	254100	0	1533	170	5528	75	0	0	254100	2	0	113146	0	9	1	0	45	0	0	2	5523	0	89	0
			2	1	0	5740	0	1517	191	5500	91	0	0	26538	2	0	113149	6	2	0	0	34	0	0	1	5508	0	85	1
			0	1	0	249567	16	1	167	5535	75	0	0	26546	2	0	113157	0	9	1	0	163	0	0	3	5505	0	89	0
			0	1	0	249865	16	1	182	5511	75	0	0	26546	2	0	113160	0	9	0	0	163	0	0	3	5510	0	83	0
			0	9	0	270171	95	1524	177	5527	75	0	0	26547	2	0	113161	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270139	95	1	177	5527	75	0	0	26540	2	0	113173	1	3	1	0	54	0	0	2	5585	0	83	0
Liviu		Ciobotariu	51	3	8	249918	189	32	188	5509	75	0	0	249918	2	0	113182	1	9	0	0	39	0	0	2	5566	0	86	0
			0	1	0	250605	16	1	172	5511	75	0	0	26546	2	0	113183	0	9	1	0	163	0	0	3	5526	0	89	0
			0	9	0	270130	95	2522	177	5527	75	0	0	26539	2	0	113186	1	3	1	0	54	0	0	2	5585	0	83	0
			0	1	0	261728	16	1	183	5526	75	0	0	26546	2	0	113197	0	9	0	0	163	0	0	3	5566	0	83	0
Matheus		Costa	2	1	4	270028	192	2500	187	5541	75	0	0	26547	5	0	113217	0	3	0	0	54	0	0	5	5565	0	86	0
Maurício	Barbieri	Barbieri	51	1	9	270194	105	1008	181	5563	83	1	0	13743	2	2	113222	0	9	0	0	54	0	1	4	5571	0	83	0
Kamil		Kiereś	51	5	0	249828	114	42	180	5532	75	0	0	249828	2	0	113257	6	1	0	0	37	0	0	2	5513	0	83	2
			51	9	10	250593	182	1506	178	5555	75	0	0	26542	3	0	113258	0	3	0	0	42	0	0	2	5504	0	83	1
Irfan		Buz	2	9	0	249606	72	32	175	5509	75	0	0	249606	3	0	113259	0	3	1	0	48	0	0	3	5503	0	83	0
Mariusz		Lewandowski	0	1	0	121627	25	2015	184	5510	84	0	0	121627	2	0	113286	2	3	0	0	37	0	0	2	5566	0	82	2
Dariusz		Banasik	2	5	0	262660	114	2024	178	5509	75	0	0	262660	2	0	113291	6	1	0	0	37	0	0	2	5523	0	83	1
Amir		Azrafshan	2	1	4	263803	204	3516	185	5511	75	0	0	263803	3	0	113295	1	9	0	0	46	0	0	3	5551	0	86	0
Marco		Pezzaiuoli	2	3	0	261039	195	25	180	5507	75	0	0	261039	4	0	113296	0	3	0	0	21	0	0	4	5508	0	83	0
Božidar		Bandović	51	3	16	263698	114	3516	184	5510	75	0	0	263698	2	0	113297	6	9	0	0	15	0	0	2	5522	0	83	0
Juan	Juan Ferrando	Ferrando Fenoll	2	3	6	256833	142	2024	187	5521	75	0	0	256833	2	0	113298	0	3	1	0	45	0	0	2	5522	0	86	0
Daire		Doyle	2	1	0	261747	65	2029	183	5510	75	0	0	261747	2	0	113299	0	8	0	0	25	0	0	2	5510	0	83	3
Sergio	Sergio Lobera	Lobera Rodríguez	51	1	16	254109	105	1529	175	5557	75	0	0	254109	2	0	113300	2	3	0	0	45	0	0	2	5521	0	83	0
Manuel	Manolo Márquez	Márquez Roca	51	9	4	249969	147	1533	175	5557	75	0	0	249969	2	0	113301	0	3	0	0	45	0	0	2	5523	0	83	0
Tim		Clancy	2	3	4	261289	65	1500	180	5511	75	0	0	261289	2	0	113302	0	3	0	0	25	0	0	2	5506	0	83	2
			51	9	0	249474	95	3501	177	5527	75	0	0	26542	2	0	326	1	3	1	0	27	0	0	2	5585	0	83	0
James		McPake	2	3	8	262518	642	2029	188	5509	75	0	0	262518	2	0	113313	0	1	0	0	35	0	0	2	5500	0	86	0
Robbie		Neilson	51	5	4	250353	8	3509	183	5529	75	0	0	250353	2	0	113314	0	1	0	0	42	0	0	2	5504	0	83	0
			0	9	0	270057	95	2512	177	5527	75	0	0	26537	2	0	113315	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270058	95	1526	177	5527	75	0	0	26540	2	0	113318	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270059	95	1	177	5527	75	0	0	26541	2	0	113319	1	3	1	0	54	0	0	2	5585	0	83	0
Adam		Majewski	2	3	0	263265	26	2506	175	5554	75	0	0	263265	2	0	113320	6	4	0	0	37	0	0	2	5554	0	83	1
Ilija		Borenovic	2	3	6	249600	231	2517	184	5511	75	0	0	249600	2	0	113321	0	2	0	0	51	0	0	2	5534	0	83	2
			0	9	0	270061	95	1	177	5527	75	0	0	26537	2	0	113322	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270062	95	1	177	5527	75	0	0	26543	2	0	113323	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270063	95	1	177	5527	75	0	0	26543	2	0	113324	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270064	95	1	177	5527	75	0	0	26542	2	0	113325	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270065	95	1	177	5527	75	0	0	26543	2	0	113326	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270066	95	1	177	5527	75	0	0	26540	2	0	113332	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270160	95	1	177	5527	75	0	0	26537	2	0	113333	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270068	95	3516	177	5527	75	0	0	26542	2	0	113334	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270174	95	2024	177	5527	75	0	0	26544	2	0	113335	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270070	95	2029	177	5527	75	0	0	26538	2	0	113336	1	3	1	0	54	0	0	2	5585	0	83	0
Íñigo	Íñigo Vélez	Vélez Mendizabal	2	1	6	262612	292	26	193	5551	75	0	0	262612	2	0	113356	1	9	0	0	45	0	0	2	5551	0	86	0
Leo		Grozavu	51	9	17	254286	43	4006	186	5557	75	0	0	254286	2	0	113378	0	3	1	0	39	0	0	2	5522	0	86	1
			0	9	0	270071	95	1529	177	5527	75	0	0	26537	2	0	113380	1	3	1	0	54	0	0	2	5585	0	83	0
Emil		Săndoi	51	9	0	249309	291	2510	180	5511	75	0	0	249309	2	0	113387	6	8	0	0	39	0	0	2	5566	0	83	3
Ilie		Poenaru	2	3	4	251092	176	15	170	5527	75	0	0	251092	2	0	113391	1	2	0	0	39	0	0	2	5522	0	89	0
			51	6	0	249613	16	34	177	5547	75	0	0	26539	3	0	113394	0	1	0	0	7	0	0	2	5517	0	83	3
Daniel		Bäckström	0	5	14	260291	172	20	188	5511	75	0	0	260291	2	0	113458	0	3	0	0	46	0	0	2	5520	0	86	1
Christian		Michelsen	2	0	4	21441	37	37	180	5511	72	0	0	21441	2	0	113459	0	5	0	0	36	0	0	2	5506	0	83	1
			0	9	0	270072	95	1533	177	5527	75	0	0	26539	2	0	113561	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270073	95	1500	177	5527	75	0	0	26540	2	0	113562	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270074	95	3501	177	5527	75	0	0	26547	2	0	113563	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270075	95	2029	177	5527	75	0	0	26542	2	0	113564	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270162	95	3509	177	5527	75	0	0	26544	2	0	113565	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270163	95	26	177	5527	75	0	0	26543	2	0	113566	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270078	95	4006	177	5527	75	0	0	20633	2	0	113567	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270079	95	2510	177	5527	75	0	0	26540	2	0	113568	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270082	95	20	177	5527	75	0	0	26538	2	0	113572	1	3	1	0	54	0	0	2	5585	0	83	0
			51	9	8	270141	192	2009	180	5521	75	0	0	26537	4	0	113576	2	1	1	0	58	0	0	1	5534	0	83	0
			51	9	8	270142	192	2009	180	5521	75	0	0	26537	4	0	113577	2	1	1	0	58	0	0	1	5534	0	83	0
Pitso		Mosimane	51	6	6	250494	179	3510	173	5509	75	0	0	250494	3	0	113580	0	3	0	0	140	0	0	3	5500	0	89	3
			0	9	0	270084	95	27	177	5527	75	0	0	26540	2	0	113581	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270164	95	7008	177	5527	75	0	0	26541	2	0	113593	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270060	95	1	177	5527	75	0	0	26543	2	0	113594	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270086	95	549	177	5527	75	0	0	26540	2	0	113654	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270080	95	15	177	5527	75	0	0	26546	2	0	113655	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270175	95	7501	177	5527	75	0	0	26538	2	0	113683	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270088	95	5501	177	5527	75	0	0	26542	2	0	113684	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270089	95	5501	177	5527	75	0	0	26542	2	0	113685	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270090	95	4005	177	5527	75	0	0	26544	2	0	113686	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270166	95	2024	177	5527	75	0	0	26542	2	0	113687	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270092	95	1503	177	5527	75	0	0	26537	2	0	113688	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270093	95	7006	177	5527	75	0	0	26540	2	0	113689	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270094	95	1	177	5527	75	0	0	26541	2	0	113690	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270095	95	1	177	5527	75	0	0	26543	2	0	113691	1	3	1	0	54	0	0	2	5585	0	83	0
Peter		Pacult	51	9	0	262605	47	1548	182	5511	75	0	0	262605	3	0	113692	0	3	0	0	4	0	0	3	5521	0	83	0
Andreas		Herzog	51	1	0	262317	636	25	183	5547	75	0	0	262317	1	0	113693	6	3	1	0	4	0	0	1	5517	0	83	0
Vinícius		Bergantin	51	4	4	270055	175	27	178	5590	75	0	0	27103	1	0	113696	2	1	1	0	54	0	0	1	5507	0	83	3
			0	9	0	270167	95	1	177	5527	75	0	0	26537	2	0	113700	1	3	1	0	54	0	0	2	5585	0	83	0
			0	1	0	259914	16	1	174	5530	75	0	0	26540	2	3	113723	0	1	0	0	57	0	0	2	5524	0	89	0
			0	9	0	260115	95	1	177	5527	75	0	0	26540	2	0	113743	1	3	1	0	54	0	0	2	5585	0	83	0
Damir		Canadi	51	9	0	249176	221	4006	170	5509	75	0	0	249176	2	0	113756	0	4	0	0	4	0	0	2	5567	0	89	3
			0	9	0	270097	95	1	177	5527	75	0	0	26543	2	0	113799	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270098	95	1	177	5527	75	0	0	26543	2	0	113800	1	3	1	0	54	0	0	2	5585	0	83	0
			0	9	0	270099	95	1	177	5527	75	0	0	26542	2	0	113801	1	3	1	0	54	0	0	2	5585	0	83	0
Tobias		Solberg	2	3	4	260993	122	4000	181	5511	75	0	0	260993	1	0	113892	0	3	0	0	46	0	0	1	5567	0	83	2
			0	1	0	249449	16	1	183	5510	75	0	0	26543	2	0	113926	0	7	0	0	14	0	0	2	5507	0	83	0
Francisco		Diá	0	9	0	270100	95	1	177	5527	75	1	0	26543	2	0	113930	1	3	1	1	54	0	0	2	5585	0	83	0
			0	9	0	270101	95	1	177	5527	75	0	0	26540	2	0	113939	1	3	1	0	54	0	0	2	5585	0	83	0
Thiago		Motta	2	3	6	254126	65	1505	187	5558	75	0	0	254126	2	0	113974	0	3	0	0	27	0	0	2	5520	0	86	0
Juan Carlos	Carcedo	Carcedo Mardones	51	1	4	262304	37	2512	178	5510	75	0	0	262304	4	0	113981	0	4	0	0	45	0	0	4	5565	0	83	0
			2	1	4	263860	189	1526	179	5511	75	0	0	26543	4	0	113984	0	7	0	0	45	0	0	2	5507	0	83	0
			0	9	0	270102	95	1	177	5527	75	0	0	26537	2	0	114004	1	3	1	0	54	0	0	2	5585	0	83	0
			0	1	0	63068	16	1	180	5500	75	0	0	26537	2	0	114019	0	1	1	0	14	0	0	1	5500	0	86	0
Hélio		dos Anjos	51	9	0	270029	175	2007	184	5544	88	1	0	26546	4	0	114023	0	6	0	1	54	0	0	4	5566	0	82	0
Massimiliano 	Allegri	Allegri	51	1	16	250047	290	2008	183	5514	75	0	0	139720	1	2	114153	1	7	0	0	27	0	1	2	5514	0	83	0
			0	1	0	261965	16	1	173	5556	75	0	0	26541	2	3	114161	0	6	0	0	95	0	0	1	5504	0	89	0
			0	1	0	255011	16	1	175	5536	75	0	0	26538	2	0	114162	0	2	1	0	14	0	0	1	5518	0	83	0
Owen		Coyle	51	9	0	122621	16	2515	180	5511	71	0	0	122621	2	0	114168	0	6	1	0	25	0	0	2	5522	0	83	0
Marek		Papszun	51	1	8	250974	16	30	182	5555	75	0	0	250974	2	0	114326	1	2	1	0	37	0	0	2	5569	0	83	0
Marius		Șumudică	51	9	0	250013	114	2	179	5511	75	0	0	250013	2	0	114385	0	3	1	0	39	0	0	2	5510	0	83	0
Petr		Ruman	2	6	0	263078	155	1505	183	5508	75	0	0	263078	1	0	114398	2	5	0	0	12	0	0	1	5508	0	83	1
			0	1	0	254546	16	1	176	5506	75	0	0	26537	2	0	114511	0	1	1	0	59	0	0	1	5522	0	83	0
			51	9	0	265635	69	2508	178	5500	75	0	0	26540	4	3	114512	2	1	1	0	60	0	0	2	5567	0	83	0
Jordi	Jordi Condom	Condom Aulí	2	5	4	249714	181	11	178	5558	75	0	0	249714	3	0	114520	0	3	0	0	45	0	0	3	5524	0	83	2
			0	9	0	270103	95	1	177	5527	75	0	0	26542	2	0	114521	1	3	1	0	54	0	0	2	5585	0	83	0
Peter		Maes	51	4	0	250301	292	2515	188	5557	75	0	0	250301	2	0	114526	0	1	1	0	7	0	0	2	5505	0	86	1
			0	1	0	255165	16	1	183	5510	75	0	0	26540	2	3	114575	0	1	0	0	58	0	0	2	5508	0	83	0
			0	1	0	263978	16	1	175	5511	75	0	0	26541	2	3	114577	0	6	0	0	58	0	0	1	5506	0	83	0
			0	1	0	253757	16	1	170	5521	75	0	0	26543	2	0	114578	0	7	0	0	57	0	0	2	5508	0	89	0
			51	1	0	249818	42	29	180	5553	75	0	0	26543	4	0	114579	0	7	0	0	53	0	0	2	5522	0	83	0
			51	1	0	249508	154	2517	174	5530	75	0	0	26543	4	0	114580	1	7	0	0	60	0	0	2	5523	0	89	0
